database	organismOriginal	structureType	structureValue	referenceType	referenceValue	organismCleaned	structureCleanedInchi	structureCleanedInchikey3D	structureCleanedSmiles	referenceCleanedDoi	curator	validated	comments	referenceCleanedTitle	organismCleaned_dbTaxo	organismCleaned_dbTaxoTaxonIds	organismCleaned_dbTaxoTaxonRanks	organismCleaned_dbTaxoTaxonomy	referenceCleanedPmcid	referenceCleanedPmid	referenceCleaned_journal	referenceCleaned_date	referenceCleaned_author	referenceCleaned_score_crossref	referenceCleaned_score_distance	referenceCleaned_score_titleOrganism	referenceCleaned_score_complementDate	referenceCleaned_score_complementAuthor	referenceCleaned_score_complementJournal	referenceCleaned_score_complementTotal	structureCleanedInchikey2D	Comments
nap_1	Podophyllum peltatum	inchi	InChI=1S/C21H20O8/c1-25-15-3-9(4-16(26-2)20(15)23)17-10-5-13-14(29-8-28-13)6-11(10)19(22)12-7-27-21(24)18(12)17/h3-6,12,17-19,22-23H,7-8H2,1-2H3/t12-,17+,18-,19-/m0/s1	doi	10.3987/com-91-5862	Podophyllum peltatum	InChI=1S/C21H20O8/c1-25-15-3-9(4-16(26-2)20(15)23)17-10-5-13-14(29-8-28-13)6-11(10)19(22)12-7-27-21(24)18(12)17/h3-6,12,17-19,22-23H,7-8H2,1-2H3/t12-,17+,18-,19-/m0/s1	YVCVYCSAAZQOJI-BTINSWFASA-N	COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	10.3987/COM-91-5862	PMA2	Y	NA	Studies with Plant Cell Cultures of Podophyllum peltatum L. I. Production of Podophyllotoxin, Deoxypodophyllotoxin, Podophyllotoxone, and 4'-Demethylpodophyllotoxin	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|41768|41773|1461176|35932|35933	|superkingdom|kingdom|phylum|subphylum|||||class||order|family|subfamily|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Ranunculales|Berberidaceae|Podophylloideae|Podophyllum|Podophyllum peltatum	NA	NA	HETEROCYCLES	1991	Peter Kutney	1	0	1	NA	NA	NA	NA	NA	NA
npa_1	Streptomyces atratus	inchi	InChI=1S/C27H52N2O3/c1-4-6-8-10-12-13-14-15-16-18-20-22-24-29(28-26(30)25-32-3)27(31)23-21-19-17-11-9-7-5-2/h22,24H,4-21,23,25H2,1-3H3,(H,28,30)/b24-22-	pubmed	21868221	Streptomyces atratus	InChI=1S/C27H52N2O3/c1-4-6-8-10-12-13-14-15-16-18-20-22-24-29(28-26(30)25-32-3)27(31)23-21-19-17-11-9-7-5-2/h22,24H,4-21,23,25H2,1-3H3,(H,28,30)/b24-22-	HZOWHYHEDAUGGZ-GYHWCHFESA-N	CCCCCCCCCCCC/C=C\N(N=C(O)COC)C(=O)CCCCCCCCC	10.1016/J.BMCL.2011.07.108	PMA2	Y	NA	Hydrazidomycins, cytotoxic alkylhydrazides from Streptomycesatratus.	ITIS	50|956097|956099|956179|465|956306|189410|189411|966750	kingdom|Subkingdom|phylum|Subclass|order|Suborder|family|genus|species	Bacteria|Posibacteria|Actinobacteria|Actinobacteridae|Actinomycetales|Streptomycineae|Streptomycetaceae|Streptomyces|Streptomyces atratus	NA	21868221	Bioorganic & medicinal chemistry letters	2011 Oct 1	Ueberschaar N	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Cryptomeria japonica	inchi	InChI=1S/C21H30O2/c1-13(2)14-10-15-16(11-18(14)23-6)21(5)9-7-8-20(3,4)19(21)12-17(15)22/h10-11,13,19H,7-9,12H2,1-6H3/t19-,21+/m0/s1	doi	10.1016/0031-9422(95)00417-3	Cryptomeria japonica	InChI=1S/C21H30O2/c1-13(2)14-10-15-16(11-18(14)23-6)21(5)9-7-8-20(3,4)19(21)12-17(15)22/h10-11,13,19H,7-9,12H2,1-6H3/t19-,21+/m0/s1	DMYISGJMGRTXJW-PZJWPPBQSA-N	COc1cc2c(cc1C(C)C)C(=O)C[C@H]1C(C)(C)CCC[C@]21C	10.1016/0031-9422(95)00417-3	PMA2	Y	NA	Diterpenoids from leaves of Cryptomeria japonica	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|1437180|58019|3313|1446379|3367|3368|3369|99810	|superkingdom|kingdom|phylum|subphylum||||||class|subclass|order|family|genus|species|variety	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Acrogymnospermae|Pinopsida|Pinidae|Cupressales|Cupressaceae|Cryptomeria|Cryptomeria japonica|Cryptomeria japonica sinensis	NA	NA	Phytochemistry	1996-01	Wen-Chiung Su	1	0	1	NA	NA	NA	NA	NA	NA
npa_1	Ganoderma lucidum	inchi	InChI=1S/C30H44O6/c1-16(12-18(31)13-17(2)26(35)36)20-14-24(34)30(7)19-8-9-22-27(3,4)23(33)10-11-28(22,5)25(19)21(32)15-29(20,30)6/h16-17,20,22,24,34H,8-15H2,1-7H3,(H,35,36)/t16-,17?,20-,22+,24+,28+,29-,30-/m1/s1	pubmed	21924611	Ganoderma lucidum	InChI=1S/C30H44O6/c1-16(12-18(31)13-17(2)26(35)36)20-14-24(34)30(7)19-8-9-22-27(3,4)23(33)10-11-28(22,5)25(19)21(32)15-29(20,30)6/h16-17,20,22,24,34H,8-15H2,1-7H3,(H,35,36)/t16-,17?,20-,22+,24+,28+,29-,30-/m1/s1	XRXBNTYHQXKSAO-SXTFGQQDSA-N	CC(CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O	10.1016/J.BMCL.2011.04.042	PMA2	Y	NA	Selective cholinesterase inhibition by lanostane triterpenes from fruiting bodies of Ganoderma lucidum.	NCBI	131567|2759|33154|4751|451864|5204|5302|155619|355688|5303|5317|5314|5315|939174	|superkingdom||kingdom|subkingdom|phylum|subphylum|class||order|family|genus|species|	|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes||Polyporales|Polyporaceae|Ganoderma|Ganoderma lucidum|Ganoderma lucidum	NA	21924611	Bioorganic & medicinal chemistry letters	2011 Nov 1	Lee I	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Althaea broussonetiifolia	inchi	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	doi	10.1007/bf01165189	Althaea broussonetiifolia	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	OYHQOLUKZRVURQ-HZJYTTRNSA-N	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	10.1007/BF01165189	PMA2	Y	NA	Seed lipids of some species of the genusAlthaea	GBIF Backbone Taxonomy	6|7707728|220|941|6685|3152518|3933781	kingdom|phylum|class|order|family|genus|species	Plantae|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Althaea|Althaea broussonetiifolia	NA	NA	Chemistry of Natural Compounds	1996	Emets	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Eupenicillium sp. LG41	inchi	InChI=1S/C15H22O3/c1-9(2)5-4-6-15(3)11-7-10(14(17)18)8-12(16)13(11)15/h5,7,11-13,16H,4,6,8H2,1-3H3,(H,17,18)	doi	10.1021/np500111w	Eupenicillium	InChI=1S/C15H22O3/c1-9(2)5-4-6-15(3)11-7-10(14(17)18)8-12(16)13(11)15/h5,7,11-13,16H,4,6,8H2,1-3H3,(H,17,18)	FDIVBBVUHYDHDS-UHFFFAOYSA-N	CC(C)=CCCC1(C)C2C=C(C(=O)O)CC(O)C21	10.1021/NP500111W	PMA2	Y	NA	Antibacterial Secondary Metabolites from an Endophytic Fungus, Eupenicillium sp. LG41	The Interim Register of Marine and Nonmarine Genera	14|134|1477|10736|109969|1048547	kingdom|phylum|class|order|family|genus	Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Trichocomaceae|Eupenicillium	NA	NA	Journal of Natural Products	2014-10-30	Li	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Streptomyces sp.	inchi	InChI=1S/C53H87N5O22/c1-9-10-11-12-13-14-15-16-17-18-19-20-30(75-34(60)23-28(2)24-35(61)78-52-47(73-8)46(72-7)43(71-6)29(3)74-52)25-36(62)76-32-27-56(4)38(48(67)57(5)37(32)50(68)69)44(80-51-42(66)39(63)31(26-54)77-51)45-40(64)41(65)49(79-45)58-22-21-33(59)55-53(58)70/h21-22,28-32,37-47,49,51-52,63-66H,9-20,23-27,54H2,1-8H3,(H,68,69)(H,55,59,70)/t28-,29+,30-,31+,32-,37-,38-,39+,40-,41+,42+,43+,44?,45-,46+,47+,49+,51-,52-/m0/s1	pubmed	16060385	Streptomyces	InChI=1S/C53H87N5O22/c1-9-10-11-12-13-14-15-16-17-18-19-20-30(75-34(60)23-28(2)24-35(61)78-52-47(73-8)46(72-7)43(71-6)29(3)74-52)25-36(62)76-32-27-56(4)38(48(67)57(5)37(32)50(68)69)44(80-51-42(66)39(63)31(26-54)77-51)45-40(64)41(65)49(79-45)58-22-21-33(59)55-53(58)70/h21-22,28-32,37-47,49,51-52,63-66H,9-20,23-27,54H2,1-8H3,(H,68,69)(H,55,59,70)/t28-,29+,30-,31+,32-,37-,38-,39+,40-,41+,42+,43+,44?,45-,46+,47+,49+,51-,52-/m0/s1	JOXMICZHYUYJJD-AYLMBEEOSA-N	CCCCCCCCCCCCC[C@@H](CC(=O)O[C@H]1CN(C)[C@@H](C(O[C@@H]2O[C@H](CN)[C@@H](O)[C@H]2O)[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)C(=O)N(C)[C@@H]1C(=O)O)OC(=O)C[C@H](C)CC(=O)O[C@@H]1O[C@H](C)[C@@H](OC)[C@@H](OC)[C@H]1OC	10.1038/JA.2005.41	PMA2	Y	NA	Caprazamycins, novel lipo-nucleoside antibiotics, from Streptomyces sp. II. Structure elucidation of caprazamycins.	ITIS	50|956097|956099|956179|465|956306|189410|189411	kingdom|Subkingdom|phylum|Subclass|order|Suborder|family|genus	Bacteria|Posibacteria|Actinobacteria|Actinobacteridae|Actinomycetales|Streptomycineae|Streptomycetaceae|Streptomyces	NA	16060385	The Journal of antibiotics	2005 May	Igarashi M	1	0	1	NA	NA	NA	NA	NA	NA
nan_1	Artemisia argentea	smiles	C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@](C1=C2[C@](C)(O)CC1=O)(C)O	title	Sesquiterpene lactones from Artemisia argentea.	Artemisia argentea	InChI=1S/C15H20O5/c1-7-8-4-5-14(2,18)10-9(16)6-15(3,19)11(10)12(8)20-13(7)17/h7-8,12,18-19H,4-6H2,1-3H3/t7-,8-,12-,14-,15+/m0/s1	ZSOYDVICJGNUTP-CMFXOGKPSA-N	C[C@@H]1C(=O)O[C@@H]2C3=C(C(=O)C[C@@]3(C)O)[C@@](C)(O)CC[C@@H]12	10.1016/S0031-9422(00)81536-8	PMA2	Y	NA	Sesquiterpene lactones from Artemisia argentea	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|102804|102810|886714|4219|669119	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|subtribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Asteroideae|Anthemideae|Artemisiinae|Artemisia|Artemisia argentea	NA	NA	Phytochemistry	1986-12	El-Emary	46.866924	1	1	NA	NA	NA	NA	NA	NA
npa_2	Boreostereum vibrans	inchi	InChI=1S/C12H14O4/c1-7(2)3-4-12-6-8(10(13)14)5-9(12)16-11(12)15/h3,6,9H,4-5H2,1-2H3,(H,13,14)/t9-,12+/m0/s1	doi	10.1080/10286020.2013.824429	Boreostereum vibrans	InChI=1S/C12H14O4/c1-7(2)3-4-12-6-8(10(13)14)5-9(12)16-11(12)15/h3,6,9H,4-5H2,1-2H3,(H,13,14)/t9-,12+/m0/s1	XYNBKIVTFGGLMN-JOYOIKCWSA-N	CC(C)=CC[C@@]12C=C(C(=O)O)C[C@@H]1OC2=O	10.1080/10286020.2013.824429	PMA2	Y	NA	Three new compounds from the cultures of basidiomyceteBoreostereum vibrans	NCBI	131567|2759|33154|4751|451864|5204|5302|155619|355688|452342|103376|103379|1826779	|superkingdom||kingdom|subkingdom|phylum|subphylum|class||order|family|genus|species	|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes||Russulales|Stereaceae|Boreostereum|Boreostereum vibrans	NA	NA	Journal of Asian Natural Products Research	2013-09	Wang	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Stachybotrys sp. RF-7260	inchi	InChI=1S/C25H33NO5/c1-13-6-7-19-23(3,4)20(30-14(2)27)8-9-25(19)24(13,5)11-16-18(28)10-15-17(21(16)31-25)12-26-22(15)29/h10,13,19-20,28H,6-9,11-12H2,1-5H3,(H,26,29)/t13-,19-,20-,24+,25-/m0/s1	doi	10.7164/antibiotics.55.155	Stachybotrys	InChI=1S/C25H33NO5/c1-13-6-7-19-23(3,4)20(30-14(2)27)8-9-25(19)24(13,5)11-16-18(28)10-15-17(21(16)31-25)12-26-22(15)29/h10,13,19-20,28H,6-9,11-12H2,1-5H3,(H,26,29)/t13-,19-,20-,24+,25-/m0/s1	PYXJLZDIRGAZQG-RGXVLITJSA-N	CC(=O)O[C@H]1CC[C@@]23Oc4c(c(O)cc5c4CN=C5O)C[C@]2(C)[C@@H](C)CC[C@H]3C1(C)C	10.7164/ANTIBIOTICS.55.155	PMA2	Y	NA	Stachyflin and Acetylstachyflin, Novel Anti-influenza A Virus Substances, Produced by Stachybotrys sp. RF-7260. I. Isolation, Structure Elucidation and Biological Activities.	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147550|222543|5125|1667166|74721	|superkingdom||kingdom|subkingdom|phylum||subphylum|||class|subclass|order|family|genus	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Sordariomycetes|Hypocreomycetidae|Hypocreales|Stachybotryaceae|Stachybotrys	NA	NA	The Journal of Antibiotics	2002	MINAGAWA	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Fusarium sp.	inchi	InChI=1S/C21H34N4O6/c1-12-18(28)22-13(2)19(29)24-15(8-5-4-6-10-17(27)14(3)26)21(31)25-11-7-9-16(25)20(30)23-12/h12-16,26H,4-11H2,1-3H3,(H,22,28)(H,23,30)(H,24,29)	doi	10.1016/s0031-9422(02)00061-4	Fusarium	InChI=1S/C21H34N4O6/c1-12-18(28)22-13(2)19(29)24-15(8-5-4-6-10-17(27)14(3)26)21(31)25-11-7-9-16(25)20(30)23-12/h12-16,26H,4-11H2,1-3H3,(H,22,28)(H,23,30)(H,24,29)	LITDOSAZPRIJRA-UHFFFAOYSA-N	CC(O)C(=O)CCCCCC1N=C(O)C(C)N=C(O)C(C)N=C(O)C2CCCN2C1=O	10.1016/S0031-9422(02)00061-4	PMA2	Y	NA	JM47, a cyclic tetrapeptide HC-toxin analogue from a marine Fusarium species	Index Fungorum	10000001|10000006|10000022|10000048|10000118|8284|125410	kingdom|phylum|class|order|family|genus|fsp	Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium oxysporum adzekicola	NA	NA	Phytochemistry	2002-05	Jiang	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Smenospongia aurea	inchi	InChI=1S/C19H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3-18H2,1-2H3	doi	10.1007/bf02536024	Smenospongia aurea	InChI=1S/C19H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3-18H2,1-2H3	HPEUJPJOZXNMSJ-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC(=O)OC	10.1007/BF02536024	PMA2	Y	NA	Isolation and characterization of novel 2-hydroxy fatty acids from the phospholipids of the spongeSmenospongia aurea	ITIS	202423|914153|46861|47528|47541|659195|659227|47623|47624	kingdom|Subkingdom|phylum|class|order|family|Subfamily|genus|species	Animalia|Radiata|Porifera|Demospongiae|Dictyoceratida|Thorectidae|Thorectinae|Smenospongia|Smenospongia aurea	NA	NA	Lipids	1992-09	Carballelra	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Streptomyces sp.	inchi	InChI=1S/C68H94Cl2N18O18/c1-29(2)49-63(101)87-45(15-11-19-73-87)59(97)85-43(13-9-17-71-85)55(93)75-41(27-105-7)53(91)81-51(31(5)89)61(99)83-47(57(95)79-49)25-67(103)35-21-33(37(69)23-39(35)77-65(67)83)34-22-36-40(24-38(34)70)78-66-68(36,104)26-48-58(96)80-50(30(3)4)64(102)88-46(16-12-20-74-88)60(98)86-44(14-10-18-72-86)56(94)76-42(28-106-8)54(92)82-52(32(6)90)62(100)84(48)66/h21-24,29-32,41-52,65-66,71-74,77-78,89-90,103-104H,9-20,25-28H2,1-8H3,(H,75,93)(H,76,94)(H,79,95)(H,80,96)(H,81,91)(H,82,92)	doi	10.1021/jo991314b	Streptomyces	InChI=1S/C68H94Cl2N18O18/c1-29(2)49-63(101)87-45(15-11-19-73-87)59(97)85-43(13-9-17-71-85)55(93)75-41(27-105-7)53(91)81-51(31(5)89)61(99)83-47(57(95)79-49)25-67(103)35-21-33(37(69)23-39(35)77-65(67)83)34-22-36-40(24-38(34)70)78-66-68(36,104)26-48-58(96)80-50(30(3)4)64(102)88-46(16-12-20-74-88)60(98)86-44(14-10-18-72-86)56(94)76-42(28-106-8)54(92)82-52(32(6)90)62(100)84(48)66/h21-24,29-32,41-52,65-66,71-74,77-78,89-90,103-104H,9-20,25-28H2,1-8H3,(H,75,93)(H,76,94)(H,79,95)(H,80,96)(H,81,91)(H,82,92)	PJGWXFOHRMJMTI-UHFFFAOYSA-N	COCC1N=C(O)C2CCCNN2C(=O)C2CCCNN2C(=O)C(C(C)C)N=C(O)C2CC3(O)c4cc(-c5cc6c(cc5Cl)NC5N7C(=O)C(C(C)O)N=C(O)C(COC)N=C(O)C8CCCNN8C(=O)C8CCCNN8C(=O)C(C(C)C)N=C(O)C7CC65O)c(Cl)cc4NC3N2C(=O)C(C(C)O)N=C1O	10.1021/JO991314B	PMA2	Y	NA	Chloptosin, an Apoptosis-Inducing Dimeric Cyclohexapeptide Produced byStreptomyces	ITIS	50|956097|956099|956179|465|956306|189410|189411	kingdom|Subkingdom|phylum|Subclass|order|Suborder|family|genus	Bacteria|Posibacteria|Actinobacteria|Actinobacteridae|Actinomycetales|Streptomycineae|Streptomycetaceae|Streptomyces	NA	NA	The Journal of Organic Chemistry	2000-01	Umezawa	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Annona ambotay	inchi	InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H/t14-,15+/m0/s1	doi	10.1016/s0031-9422(00)83902-3	Annona ambotay	InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H/t14-,15+/m0/s1	CXQWRCVTCMQVQX-LSDHHAIUSA-N	O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O	10.1016/S0031-9422(00)83902-3	PMA2	Y	NA	Geovanine, a new azaanthracene alkaloid from Annona ambotay aubl.☆☆☆	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|232347|3400|22140|1927081|1927087|13336|1937577	|superkingdom|kingdom|phylum|subphylum|||||class|||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Magnoliidae|Magnoliales|Annonaceae|Annonoideae|Annoneae|Annona|Annona ambotay	NA	NA	Phytochemistry	1987	B. De Oliveira	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Hymenoscyphus albidus	inchi	InChI=1S/C16H20O3/c1-2-3-4-5-6-7-8-9-13-10-11-15(18)16(19)14(13)12-17/h6-12,18-19H,2-5H2,1H3	doi	10.1038/ja.2017.66	Hymenoscyphus albidus	InChI=1S/C16H20O3/c1-2-3-4-5-6-7-8-9-13-10-11-15(18)16(19)14(13)12-17/h6-12,18-19H,2-5H2,1H3	RFEBXOACIADDAU-UHFFFAOYSA-N	CCCCCC=CC=Cc1ccc(O)c(O)c1C=O	10.1038/JA.2017.66	PMA2	Y	NA	Albiducins A and B, salicylaldehyde antibiotics from the ash tree-associated saprotrophic fungus Hymenoscyphus albidus	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147548|5178|5181|5182|595503|1396487	|superkingdom||kingdom|subkingdom|phylum||subphylum|||class|order|family|genus|species|	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Leotiomycetes|Helotiales|Helotiaceae|Hymenoscyphus|Hymenoscyphus albidus|Hymenoscyphus albidus	NA	NA	The Journal of Antibiotics	2017-06-07	Halecker	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Phaseolus vulgaris	inchi	InChI=1S/C48H76O19/c1-43(2)16-22-21-8-9-26-45(4)12-11-28(46(5,20-51)25(45)10-13-48(26,7)47(21,6)15-14-44(22,3)27(52)17-43)64-42-38(34(58)33(57)36(65-42)39(60)61)67-41-37(32(56)30(54)24(19-50)63-41)66-40-35(59)31(55)29(53)23(18-49)62-40/h8,20,22-38,40-42,49-50,52-59H,9-19H2,1-7H3,(H,60,61)/t22-,23+,24+,25+,26+,27+,28-,29+,30-,31-,32-,33-,34-,35+,36-,37+,38+,40-,41-,42+,44+,45-,46+,47+,48+/m0/s1	doi	10.1248/cpb.45.877	Phaseolus vulgaris	InChI=1S/C48H76O19/c1-43(2)16-22-21-8-9-26-45(4)12-11-28(46(5,20-51)25(45)10-13-48(26,7)47(21,6)15-14-44(22,3)27(52)17-43)64-42-38(34(58)33(57)36(65-42)39(60)61)67-41-37(32(56)30(54)24(19-50)63-41)66-40-35(59)31(55)29(53)23(18-49)62-40/h8,20,22-38,40-42,49-50,52-59H,9-19H2,1-7H3,(H,60,61)/t22-,23+,24+,25+,26+,27+,28-,29+,30-,31-,32-,33-,34-,35+,36-,37+,38+,40-,41-,42+,44+,45-,46+,47+,48+/m0/s1	WIHKYILMSPQBIM-BKQVBUAGSA-N	CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(C=O)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O)C1	10.1248/CPB.45.877	PMA2	Y	NA	Medicinal Foodstuffs. VI. Histamine Release Inhibitors from Kidney Bean, the Seeds of Phaseolus vulgaris L.: Chemical Structures of Sandosaponins A and B.	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|72025|3803|3814|2231393|2231382|2233855|163735|3883|3885	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily||||tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Fabales|Fabaceae|Papilionoideae||||Phaseoleae|Phaseolus|Phaseolus vulgaris	NA	NA	CHEMICAL & PHARMACEUTICAL BULLETIN	1997	YOSHIKAWA	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Xenorhabdus bovienii SS-2004	inchi	InChI=1S/C18H23NO3/c1-4-12(3)18(21)16(22-17(20)5-2)10-13-11-19-15-9-7-6-8-14(13)15/h6-9,11-12,16,19H,4-5,10H2,1-3H3/t12-,16-/m0/s1	doi	10.1002/cbic.201300694	Xenorhabdus bovienii	InChI=1S/C18H23NO3/c1-4-12(3)18(21)16(22-17(20)5-2)10-13-11-19-15-9-7-6-8-14(13)15/h6-9,11-12,16,19H,4-5,10H2,1-3H3/t12-,16-/m0/s1	OIPFXMLUWNAVJK-LRDDRELGSA-N	CCC(=O)O[C@@H](Cc1c[nH]c2ccccc12)C(=O)[C@@H](C)CC	10.1002/CBIC.201300694	PMA2	Y	NA	Biosynthesis of the Insecticidal Xenocyloins inXenorhabdus bovienii	ITIS	50|956096|956120|956156|956221|245|958409|967778	kingdom|Subkingdom|phylum|class|order|family|genus|species	Bacteria|Negibacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Xenorhabdus|Xenorhabdus bovienii	NA	NA	ChemBioChem	2014-02-02	Proschak	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Salegentibacter sp. T436	inchi	InChI=1S/C9H8N2O7/c1-18-8(12)4-5-2-6(10(14)15)9(13)7(3-5)11(16)17/h2-3,13H,4H2,1H3	pubmed	17551208	Salegentibacter	InChI=1S/C9H8N2O7/c1-18-8(12)4-5-2-6(10(14)15)9(13)7(3-5)11(16)17/h2-3,13H,4H2,1H3	JEPPUCFMMDZCPE-UHFFFAOYSA-N	COC(=O)Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1	10.1038/JA.2007.38	PMA2	Y	NA	New aromatic nitro compounds from Salegentibacter sp. T436, an Arctic Sea ice bacterium: taxonomy, fermentation, isolation and biological activities.	ITIS	50|956096|956102|956154|956226|956402|958040	kingdom|Subkingdom|phylum|class|order|family|genus	Bacteria|Negibacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Salegentibacter	NA	17551208	The Journal of antibiotics	2007 May	Al-Zereini W	1	0	1	NA	NA	NA	NA	NA	NA
